Start of song
Instrument: harpsichord
Start of notes
Note: beat=0, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=103, position=4, pitch=C#3, duration=2, instrument=harpsichord
Note: beat=103, position=6, pitch=D3, duration=3, instrument=harpsichord
Note: beat=103, position=9, pitch=D2, duration=3, instrument=harpsichord
Note: beat=104, position=0, pitch=G2, duration=3, instrument=harpsichord
Note: beat=104, position=3, pitch=G3, duration=1, instrument=harpsichord
Note: beat=104, position=4, pitch=F#3, duration=2, instrument=harpsichord
Note: beat=104, position=6, pitch=G3, duration=3, instrument=harpsichord
Note: beat=104, position=9, pitch=G2, duration=3, instrument=harpsichord
Note: beat=105, position=0, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=105, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=105, position=6, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=105, position=9, pitch=B2, duration=3, instrument=harpsichord
Note: beat=106, position=0, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=106, position=3, pitch=G#2, duration=3, instrument=harpsichord
Note: beat=106, position=6, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=106, position=9, pitch=F#2, duration=3, instrument=harpsichord
Note: beat=107, position=0, pitch=B2, duration=3, instrument=harpsichord
Note: beat=107, position=3, pitch=D3, duration=1, instrument=harpsichord
Note: beat=107, position=4, pitch=E3, duration=2, instrument=harpsichord
Note: beat=107, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=107, position=9, pitch=F#2, duration=3, instrument=harpsichord
Note: beat=108, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=108, position=8, pitch=D3, duration=1, instrument=harpsichord
Note: beat=108, position=9, pitch=E3, duration=1, instrument=harpsichord
Note: beat=108, position=10, pitch=F#3, duration=2, instrument=harpsichord
Note: beat=109, position=0, pitch=G3, duration=1, instrument=harpsichord
Note: beat=109, position=2, pitch=F#3, duration=1, instrument=harpsichord
Note: beat=109, position=3, pitch=G3, duration=1, instrument=harpsichord
Note: beat=109, position=4, pitch=F#3, duration=2, instrument=harpsichord
Note: beat=109, position=6, pitch=G3, duration=1, instrument=harpsichord
Note: beat=109, position=8, pitch=F#3, duration=1, instrument=harpsichord
Note: beat=109, position=9, pitch=E3, duration=1, instrument=harpsichord
Note: beat=109, position=10, pitch=D3, duration=2, instrument=harpsichord
Note: beat=110, position=0, pitch=C#3, duration=6, instrument=harpsichord
Note: beat=110, position=8, pitch=C#3, duration=1, instrument=harpsichord
Note: beat=110, position=9, pitch=D3, duration=1, instrument=harpsichord
Note: beat=110, position=10, pitch=E3, duration=2, instrument=harpsichord
Note: beat=111, position=0, pitch=F#3, duration=1, instrument=harpsichord
Note: beat=111, position=2, pitch=E3, duration=1, instrument=harpsichord
Note: beat=111, position=3, pitch=F#3, duration=1, instrument=harpsichord
Note: beat=111, position=4, pitch=E3, duration=2, instrument=harpsichord
Note: beat=111, position=6, pitch=F#3, duration=1, instrument=harpsichord
Note: beat=111, position=8, pitch=E3, duration=1, instrument=harpsichord
Note: beat=111, position=9, pitch=D3, duration=1, instrument=harpsichord
Note: beat=111, position=10, pitch=C#3, duration=2, instrument=harpsichord
Note: beat=112, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=112, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=113, position=0, pitch=F#3, duration=1, instrument=harpsichord
Note: beat=113, position=2, pitch=E3, duration=1, instrument=harpsichord
Note: beat=113, position=3, pitch=D3, duration=1, instrument=harpsichord
Note: beat=113, position=4, pitch=C#3, duration=2, instrument=harpsichord
Note: beat=113, position=6, pitch=B2, duration=1, instrument=harpsichord
Note: beat=113, position=8, pitch=D3, duration=1, instrument=harpsichord
Note: beat=113, position=9, pitch=C#3, duration=1, instrument=harpsichord
Note: beat=113, position=10, pitch=B2, duration=2, instrument=harpsichord
Note: beat=114, position=0, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=114, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=114, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=114, position=9, pitch=F#2, duration=3, instrument=harpsichord
Note: beat=115, position=0, pitch=B2, duration=12, instrument=harpsichord
Note: beat=116, position=0, pitch=G3, duration=18, instrument=harpsichord
Note: beat=117, position=6, pitch=F#3, duration=18, instrument=harpsichord
Note: beat=119, position=0, pitch=G3, duration=9, instrument=harpsichord
Note: beat=119, position=9, pitch=A3, duration=3, instrument=harpsichord
Note: beat=120, position=0, pitch=B3, duration=6, instrument=harpsichord
Note: beat=120, position=6, pitch=C4, duration=3, instrument=harpsichord
Note: beat=120, position=9, pitch=B3, duration=3, instrument=harpsichord
Note: beat=121, position=0, pitch=A3, duration=6, instrument=harpsichord
Note: beat=121, position=6, pitch=D4, duration=6, instrument=harpsichord
Note: beat=122, position=0, pitch=G3, duration=12, instrument=harpsichord
Note: beat=123, position=0, pitch=F#3, duration=6, instrument=harpsichord
Note: beat=123, position=6, pitch=E3, duration=6, instrument=harpsichord
Note: beat=124, position=0, pitch=A3, duration=6, instrument=harpsichord
Note: beat=124, position=6, pitch=A2, duration=6, instrument=harpsichord
Note: beat=125, position=0, pitch=D3, duration=6, instrument=harpsichord
Note: beat=125, position=6, pitch=D3, duration=3, instrument=harpsichord
Note: beat=125, position=9, pitch=C3, duration=3, instrument=harpsichord
Note: beat=126, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=126, position=6, pitch=C3, duration=18, instrument=harpsichord
Note: beat=128, position=0, pitch=D3, duration=12, instrument=harpsichord
Note: beat=129, position=0, pitch=E3, duration=6, instrument=harpsichord
Note: beat=129, position=6, pitch=C3, duration=6, instrument=harpsichord
Note: beat=130, position=0, pitch=A2, duration=6, instrument=harpsichord
Note: beat=130, position=6, pitch=D3, duration=6, instrument=harpsichord
Note: beat=131, position=0, pitch=G2, duration=12, instrument=harpsichord
Note: beat=132, position=0, pitch=C3, duration=6, instrument=harpsichord
Note: beat=132, position=6, pitch=A2, duration=6, instrument=harpsichord
Note: beat=133, position=0, pitch=B2, duration=12, instrument=harpsichord
Note: beat=134, position=0, pitch=G#2, duration=12, instrument=harpsichord
Note: beat=135, position=0, pitch=A2, duration=6, instrument=harpsichord
Note: beat=135, position=6, pitch=D3, duration=6, instrument=harpsichord
Note: beat=136, position=0, pitch=E3, duration=6, instrument=harpsichord
Note: beat=136, position=6, pitch=E2, duration=6, instrument=harpsichord
Note: beat=137, position=0, pitch=A2, duration=6, instrument=harpsichord
Note: beat=137, position=6, pitch=A3, duration=3, instrument=harpsichord
Note: beat=137, position=9, pitch=G3, duration=3, instrument=harpsichord
Note: beat=138, position=0, pitch=A3, duration=3, instrument=harpsichord
Note: beat=138, position=3, pitch=G3, duration=3, instrument=harpsichord
Note: beat=138, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=138, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=139, position=0, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=139, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=139, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=139, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=140, position=0, pitch=G3, duration=6, instrument=harpsichord
Note: beat=140, position=6, pitch=G3, duration=3, instrument=harpsichord
Note: beat=140, position=9, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=141, position=0, pitch=G3, duration=3, instrument=harpsichord
Note: beat=141, position=3, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=141, position=6, pitch=E3, duration=3, instrument=harpsichord
Note: beat=141, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=142, position=0, pitch=E3, duration=3, instrument=harpsichord
Note: beat=142, position=3, pitch=D3, duration=3, instrument=harpsichord
Note: beat=142, position=6, pitch=E3, duration=3, instrument=harpsichord
Note: beat=142, position=9, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=143, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=143, position=3, pitch=C3, duration=3, instrument=harpsichord
Note: beat=143, position=6, pitch=D3, duration=3, instrument=harpsichord
Note: beat=143, position=9, pitch=B2, duration=3, instrument=harpsichord
Note: beat=144, position=0, pitch=E3, duration=3, instrument=harpsichord
Note: beat=144, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=144, position=6, pitch=C3, duration=3, instrument=harpsichord
Note: beat=144, position=9, pitch=A2, duration=3, instrument=harpsichord
Note: beat=145, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=145, position=3, pitch=C3, duration=3, instrument=harpsichord
Note: beat=145, position=6, pitch=D3, duration=3, instrument=harpsichord
Note: beat=145, position=9, pitch=D2, duration=3, instrument=harpsichord
Note: beat=146, position=0, pitch=G2, duration=3, instrument=harpsichord
Note: beat=146, position=3, pitch=F#2, duration=3, instrument=harpsichord
Note: beat=146, position=6, pitch=G2, duration=3, instrument=harpsichord
Note: beat=146, position=9, pitch=A2, duration=3, instrument=harpsichord
Note: beat=147, position=0, pitch=B2, duration=3, instrument=harpsichord
Note: beat=147, position=3, pitch=G2, duration=3, instrument=harpsichord
Note: beat=147, position=6, pitch=C3, duration=3, instrument=harpsichord
Note: beat=147, position=9, pitch=B2, duration=3, instrument=harpsichord
Note: beat=148, position=0, pitch=A2, duration=3, instrument=harpsichord
Note: beat=148, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=148, position=6, pitch=C3, duration=3, instrument=harpsichord
Note: beat=148, position=9, pitch=A2, duration=3, instrument=harpsichord
Note: beat=149, position=0, pitch=D3, duration=12, instrument=harpsichord
Note: beat=150, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=150, position=6, pitch=C3, duration=6, instrument=harpsichord
Note: beat=151, position=0, pitch=D3, duration=6, instrument=harpsichord
Note: beat=151, position=6, pitch=D2, duration=6, instrument=harpsichord
Note: beat=152, position=0, pitch=G2, duration=18, instrument=harpsichord
Note: beat=155, position=0, pitch=B2, duration=3, instrument=harpsichord
Note: beat=155, position=3, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=155, position=6, pitch=D3, duration=3, instrument=harpsichord
Note: beat=155, position=9, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=156, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=156, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=156, position=6, pitch=D3, duration=9, instrument=harpsichord
Note: beat=157, position=3, pitch=A#2, duration=6, instrument=harpsichord
Note: beat=158, position=0, pitch=B2, duration=9, instrument=harpsichord
Note: beat=158, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=159, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=159, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=159, position=6, pitch=A2, duration=9, instrument=harpsichord
Note: beat=160, position=3, pitch=D3, duration=3, instrument=harpsichord
Note: beat=160, position=6, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=160, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=161, position=0, pitch=G2, duration=18, instrument=harpsichord
Note: beat=162, position=6, pitch=F#2, duration=9, instrument=harpsichord
Note: beat=163, position=3, pitch=B2, duration=9, instrument=harpsichord
Note: beat=164, position=0, pitch=A#2, duration=9, instrument=harpsichord
Note: beat=164, position=9, pitch=B2, duration=9, instrument=harpsichord
Note: beat=165, position=6, pitch=F#2, duration=9, instrument=harpsichord
Note: beat=166, position=3, pitch=B2, duration=9, instrument=harpsichord
Note: beat=167, position=0, pitch=A#2, duration=9, instrument=harpsichord
Note: beat=167, position=9, pitch=B2, duration=9, instrument=harpsichord
Note: beat=168, position=6, pitch=F#3, duration=9, instrument=harpsichord
Note: beat=169, position=3, pitch=B2, duration=9, instrument=harpsichord
Note: beat=170, position=0, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=170, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=170, position=6, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=170, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=171, position=0, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=171, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=171, position=6, pitch=F#2, duration=9, instrument=harpsichord
Note: beat=173, position=0, pitch=F#2, duration=18, instrument=harpsichord
Note: beat=176, position=0, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=176, position=3, pitch=G#3, duration=3, instrument=harpsichord
Note: beat=176, position=6, pitch=A3, duration=3, instrument=harpsichord
Note: beat=176, position=9, pitch=G#3, duration=3, instrument=harpsichord
Note: beat=177, position=0, pitch=A3, duration=3, instrument=harpsichord
Note: beat=177, position=3, pitch=B3, duration=3, instrument=harpsichord
Note: beat=177, position=6, pitch=A3, duration=9, instrument=harpsichord
Note: beat=178, position=3, pitch=B3, duration=9, instrument=harpsichord
Note: beat=179, position=0, pitch=C#4, duration=9, instrument=harpsichord
Note: beat=179, position=9, pitch=D#4, duration=3, instrument=harpsichord
Note: beat=180, position=0, pitch=C#4, duration=3, instrument=harpsichord
Note: beat=180, position=3, pitch=D#4, duration=3, instrument=harpsichord
Note: beat=180, position=6, pitch=F4, duration=9, instrument=harpsichord
Note: beat=181, position=9, pitch=F3, duration=3, instrument=harpsichord
Note: beat=182, position=0, pitch=F#3, duration=9, instrument=harpsichord
Note: beat=182, position=9, pitch=C#4, duration=3, instrument=harpsichord
Note: beat=183, position=0, pitch=B3, duration=3, instrument=harpsichord
Note: beat=183, position=3, pitch=C#4, duration=3, instrument=harpsichord
Note: beat=183, position=6, pitch=D#4, duration=9, instrument=harpsichord
Note: beat=184, position=9, pitch=D#3, duration=3, instrument=harpsichord
Note: beat=185, position=0, pitch=E3, duration=9, instrument=harpsichord
Note: beat=185, position=9, pitch=B3, duration=3, instrument=harpsichord
Note: beat=186, position=0, pitch=C#4, duration=3, instrument=harpsichord
Note: beat=186, position=3, pitch=B3, duration=3, instrument=harpsichord
Note: beat=186, position=6, pitch=C#4, duration=9, instrument=harpsichord
Note: beat=187, position=9, pitch=C#4, duration=3, instrument=harpsichord
Note: beat=188, position=0, pitch=D4, duration=6, instrument=harpsichord
Note: beat=188, position=6, pitch=G3, duration=3, instrument=harpsichord
Note: beat=188, position=9, pitch=A3, duration=6, instrument=harpsichord
Note: beat=189, position=3, pitch=A2, duration=3, instrument=harpsichord
Note: beat=189, position=6, pitch=D3, duration=3, instrument=harpsichord
Note: beat=189, position=9, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=190, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=190, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=190, position=6, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=190, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=191, position=0, pitch=G3, duration=9, instrument=harpsichord
Note: beat=192, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=192, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=192, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=193, position=0, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=193, position=3, pitch=D3, duration=3, instrument=harpsichord
Note: beat=193, position=6, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=193, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=194, position=0, pitch=E3, duration=9, instrument=harpsichord
Note: beat=195, position=6, pitch=A3, duration=9, instrument=harpsichord
Note: beat=197, position=0, pitch=D3, duration=9, instrument=harpsichord
Note: beat=198, position=6, pitch=G3, duration=9, instrument=harpsichord
Note: beat=200, position=0, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=200, position=3, pitch=D3, duration=3, instrument=harpsichord
Note: beat=200, position=6, pitch=E3, duration=3, instrument=harpsichord
Note: beat=200, position=9, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=201, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=201, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=201, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=201, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=202, position=0, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=202, position=3, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=202, position=6, pitch=G2, duration=3, instrument=harpsichord
Note: beat=202, position=9, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=203, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=203, position=6, pitch=B2, duration=3, instrument=harpsichord
Note: beat=203, position=9, pitch=F#3, duration=6, instrument=harpsichord
Note: beat=204, position=3, pitch=F#2, duration=3, instrument=harpsichord
Note: beat=204, position=6, pitch=B2, duration=3, instrument=harpsichord
Note: beat=204, position=9, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=205, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=205, position=3, pitch=B2, duration=3, instrument=harpsichord
Note: beat=205, position=6, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=205, position=9, pitch=D3, duration=3, instrument=harpsichord
Note: beat=206, position=0, pitch=E3, duration=9, instrument=harpsichord
Note: beat=207, position=6, pitch=A3, duration=9, instrument=harpsichord
Note: beat=209, position=0, pitch=D3, duration=9, instrument=harpsichord
Note: beat=210, position=6, pitch=G3, duration=9, instrument=harpsichord
Note: beat=212, position=0, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=212, position=3, pitch=D3, duration=3, instrument=harpsichord
Note: beat=212, position=6, pitch=E3, duration=3, instrument=harpsichord
Note: beat=212, position=9, pitch=C#3, duration=3, instrument=harpsichord
Note: beat=213, position=0, pitch=D3, duration=3, instrument=harpsichord
Note: beat=213, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=213, position=6, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=213, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=214, position=0, pitch=F#3, duration=3, instrument=harpsichord
Note: beat=214, position=3, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=214, position=6, pitch=G2, duration=3, instrument=harpsichord
Note: beat=214, position=9, pitch=A#2, duration=3, instrument=harpsichord
Note: beat=215, position=0, pitch=B2, duration=6, instrument=harpsichord
Note: beat=215, position=6, pitch=B2, duration=3, instrument=harpsichord
Note: beat=215, position=9, pitch=F#3, duration=6, instrument=harpsichord
Note: beat=216, position=3, pitch=F#2, duration=3, instrument=harpsichord
Note: beat=216, position=6, pitch=B2, duration=36, instrument=harpsichord
End of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
Start of song
