Start of song
Instrument: harpsichord
Start of notes
Note: beat=0, position=3, pitch=E4, duration=3, instrument=harpsichord
Note: beat=85, position=0, pitch=E3, duration=2, instrument=harpsichord
Note: beat=85, position=2, pitch=F3, duration=1, instrument=harpsichord
Note: beat=85, position=3, pitch=G3, duration=1, instrument=harpsichord
Note: beat=85, position=4, pitch=E3, duration=2, instrument=harpsichord
Note: beat=85, position=6, pitch=F3, duration=2, instrument=harpsichord
Note: beat=85, position=8, pitch=E3, duration=1, instrument=harpsichord
Note: beat=85, position=9, pitch=F3, duration=1, instrument=harpsichord
Note: beat=85, position=10, pitch=G3, duration=2, instrument=harpsichord
Note: beat=86, position=0, pitch=A3, duration=2, instrument=harpsichord
Note: beat=86, position=2, pitch=B3, duration=1, instrument=harpsichord
Note: beat=86, position=3, pitch=C4, duration=1, instrument=harpsichord
Note: beat=86, position=4, pitch=B3, duration=2, instrument=harpsichord
Note: beat=86, position=6, pitch=C4, duration=2, instrument=harpsichord
Note: beat=86, position=8, pitch=C3, duration=1, instrument=harpsichord
Note: beat=86, position=9, pitch=D3, duration=1, instrument=harpsichord
Note: beat=86, position=10, pitch=E3, duration=2, instrument=harpsichord
Note: beat=87, position=0, pitch=F3, duration=3, instrument=harpsichord
Note: beat=87, position=3, pitch=F2, duration=3, instrument=harpsichord
Note: beat=87, position=6, pitch=A2, duration=3, instrument=harpsichord
Note: beat=87, position=9, pitch=G2, duration=3, instrument=harpsichord
Note: beat=88, position=0, pitch=G3, duration=6, instrument=harpsichord
Note: beat=88, position=6, pitch=A3, duration=9, instrument=harpsichord
Note: beat=89, position=3, pitch=B3, duration=9, instrument=harpsichord
Note: beat=90, position=0, pitch=C4, duration=3, instrument=harpsichord
Note: beat=90, position=3, pitch=E4, duration=1, instrument=harpsichord
Note: beat=90, position=4, pitch=D4, duration=2, instrument=harpsichord
Note: beat=90, position=6, pitch=C4, duration=2, instrument=harpsichord
Note: beat=90, position=8, pitch=B3, duration=1, instrument=harpsichord
Note: beat=90, position=9, pitch=C4, duration=3, instrument=harpsichord
Note: beat=91, position=0, pitch=F4, duration=2, instrument=harpsichord
Note: beat=91, position=2, pitch=E4, duration=1, instrument=harpsichord
Note: beat=91, position=3, pitch=D4, duration=1, instrument=harpsichord
Note: beat=91, position=4, pitch=C4, duration=2, instrument=harpsichord
Note: beat=91, position=6, pitch=D4, duration=2, instrument=harpsichord
Note: beat=91, position=8, pitch=G3, duration=1, instrument=harpsichord
Note: beat=91, position=9, pitch=G4, duration=1, instrument=harpsichord
Note: beat=91, position=10, pitch=F4, duration=2, instrument=harpsichord
Note: beat=92, position=0, pitch=E4, duration=2, instrument=harpsichord
Note: beat=92, position=2, pitch=D4, duration=1, instrument=harpsichord
Note: beat=92, position=3, pitch=E4, duration=3, instrument=harpsichord
Note: beat=92, position=6, pitch=C4, duration=3, instrument=harpsichord
Note: beat=92, position=9, pitch=E3, duration=3, instrument=harpsichord
Note: beat=93, position=0, pitch=F3, duration=3, instrument=harpsichord
Note: beat=93, position=3, pitch=G3, duration=3, instrument=harpsichord
Note: beat=93, position=6, pitch=A3, duration=3, instrument=harpsichord
Note: beat=93, position=9, pitch=G3, duration=3, instrument=harpsichord
Note: beat=94, position=0, pitch=F3, duration=3, instrument=harpsichord
Note: beat=94, position=3, pitch=E3, duration=3, instrument=harpsichord
Note: beat=94, position=6, pitch=F3, duration=3, instrument=harpsichord
Note: beat=94, position=9, pitch=G3, duration=3, instrument=harpsichord
Note: beat=95, position=0, pitch=G2, duration=3, instrument=harpsichord
Note: beat=95, position=3, pitch=A2, duration=3, instrument=harpsichord
Note: beat=95, position=6, pitch=E2, duration=3, instrument=harpsichord
Note: beat=95, position=9, pitch=C3, duration=3, instrument=harpsichord
Note: beat=96, position=0, pitch=F3, duration=3, instrument=harpsichord
Note: beat=96, position=3, pitch=D3, duration=3, instrument=harpsichord
Note: beat=96, position=6, pitch=F3, duration=3, instrument=harpsichord
Note: beat=96, position=9, pitch=G2, duration=6, instrument=harpsichord
Note: beat=97, position=3, pitch=C3, duration=3, instrument=harpsichord
Note: beat=97, position=6, pitch=F3, duration=3, instrument=harpsichord
Note: beat=97, position=9, pitch=G3, duration=3, instrument=harpsichord
Note: beat=98, position=0, pitch=G2, duration=3, instrument=harpsichord
Note: beat=98, position=3, pitch=C3, duration=9, instrument=harpsichord
End of song
